,음식점명,시군구명,행정동명,지역명,중분류,소분류,10월현지인매출금액,10월현지인매출수,10월외지인매출금액,10월외지인매출수,10월전체매출금액비율,10월전체매출수비율,9월현지인매출금액,9월현지인매출수,9월외지인매출금액,9월외지인매출수,9월전체매출금액비율,9월전체매출수비율,8월현지인매출금액,8월현지인매출수,8월외지인매출금액,8월외지인매출수,8월전체매출금액비율,8월전체매출수비율,현지인매출금액비율,현지인매출수비율,외지인매출금액비율,외지인매출수비율,3개월전체매출금액,3개월전체매출수
12079,꾸브라꼬숯불두마리치킨서귀점,서귀포시,중앙동,서귀포시내,패스트푸드,치킨,0.17,0.22,0.0,0.02,0.02,0.1,0.15,0.2,0.0,0.01,0.01,0.07,0.02,0.07,0.0,0.01,0.0,0.02,0.11,0.16,0.0,0.01,0.01,0.06
12080,호프하나(HOF HaNa),서귀포시,중앙동,서귀포시내,주점및주류판매,맥주/요리주점,0.15,0.14,0.01,0.02,0.02,0.07,0.22,0.11,0.01,0.03,0.02,0.06,0.06,0.09,0.01,0.01,0.01,0.02,0.14,0.11,0.01,0.02,0.02,0.05
12081,주막,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,0.12,0.05,0.0,0.02,0.01,0.04,0.07,0.03,0.0,0.01,0.01,0.02,0.01,0.02,0.0,0.0,0.0,0.01,0.07,0.03,0.0,0.01,0.01,0.02
12082,한일식당,서귀포시,중앙동,서귀포시내,한식,가정식,0.09,0.11,0.0,0.02,0.01,0.06,0.37,0.42,0.0,0.03,0.03,0.16,0.11,0.29,0.01,0.04,0.02,0.08,0.19,0.27,0.0,0.03,0.02,0.1
12083,한일식당,서귀포시,중앙동,서귀포시내,한식,가정식,0.09,0.11,0.0,0.02,0.01,0.06,0.37,0.42,0.0,0.03,0.03,0.16,0.09,0.09,0.01,0.05,0.02,0.06,0.18,0.21,0.0,0.03,0.02,0.09
12084,한일식당,서귀포시,중앙동,서귀포시내,한식,가정식,0.09,0.11,0.0,0.02,0.01,0.06,0.07,0.11,0.02,0.04,0.03,0.07,0.11,0.29,0.01,0.04,0.02,0.08,0.09,0.17,0.01,0.03,0.02,0.07
12085,한일식당,서귀포시,중앙동,서귀포시내,한식,가정식,0.09,0.11,0.0,0.02,0.01,0.06,0.07,0.11,0.02,0.04,0.03,0.07,0.09,0.09,0.01,0.05,0.02,0.06,0.08,0.1,0.01,0.04,0.02,0.06
12086,대원반점,서귀포시,중앙동,서귀포시내,아시아음식,중식,0.09,0.16,0.0,0.02,0.01,0.08,0.24,0.2,0.0,0.0,0.02,0.06,0.1,0.29,0.0,0.01,0.01,0.05,0.14,0.22,0.0,0.01,0.01,0.06
12087,더드림도시락,서귀포시,중앙동,서귀포시내,한식,도시락,0.06,0.05,0.0,0.02,0.0,0.04,0.11,0.14,0.0,0.01,0.01,0.05,0.02,0.07,0.0,0.0,0.0,0.01,0.06,0.09,0.0,0.01,0.0,0.03
12088,고려다방,서귀포시,중앙동,서귀포시내,음료,커피,0.02,0.05,0.0,0.02,0.0,0.04,0.16,0.08,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.01,0.0,0.02
12089,피서지다방,서귀포시,중앙동,서귀포시내,음료,커피,0.0,0.0,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.02,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.02,0.02,0.02
12090,신영음식점,서귀포시,중앙동,서귀포시내,한식,가정식,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.02
12091,선운사풍천장어,서귀포시,중앙동,서귀포시내,한식,장어,2.29,0.68,0.0,0.01,0.16,0.25,1.3,0.53,0.03,0.04,0.13,0.21,0.52,0.4,0.01,0.01,0.05,0.07,1.37,0.54,0.01,0.02,0.11,0.18
12092,황구네,서귀포시,중앙동,서귀포시내,한식,가정식,0.65,0.57,0.0,0.01,0.05,0.21,0.51,0.61,0.0,0.01,0.04,0.21,0.24,0.62,0.0,0.02,0.02,0.11,0.47,0.6,0.0,0.01,0.04,0.18
12093,친구참숯구이,서귀포시,중앙동,서귀포시내,한식,가정식,0.56,0.11,0.0,0.01,0.04,0.05,0.13,0.05,0.0,0.0,0.01,0.02,0.23,0.22,0.02,0.02,0.04,0.05,0.31,0.13,0.01,0.01,0.03,0.04
12094,웰빙싱싱회센타,서귀포시,중앙동,서귀포시내,한식,회,0.54,0.11,0.01,0.01,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.01,0.01,0.01,0.01,0.2,0.05,0.01,0.01,0.02,0.02
12095,샤브랑,서귀포시,중앙동,서귀포시내,한식,샤브샤브,0.47,0.22,0.0,0.01,0.04,0.09,0.11,0.08,0.0,0.01,0.01,0.04,0.03,0.05,0.0,0.0,0.0,0.01,0.2,0.12,0.0,0.01,0.02,0.05
12096,토크쇼동문점,서귀포시,중앙동,서귀포시내,한식,가정식,0.38,0.27,0.0,0.01,0.03,0.11,0.14,0.17,0.0,0.01,0.01,0.06,0.01,0.02,0.0,0.0,0.0,0.01,0.18,0.15,0.0,0.01,0.01,0.06
12097,서귀포바당물회,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,0.32,0.11,0.01,0.01,0.03,0.05,0.02,0.03,0.02,0.02,0.02,0.03,0.21,0.17,0.0,0.01,0.02,0.03,0.18,0.1,0.01,0.01,0.02,0.04
12098,대통아구,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,0.25,0.3,0.0,0.01,0.02,0.12,0.09,0.11,0.0,0.0,0.01,0.04,0.04,0.09,0.0,0.0,0.0,0.02,0.13,0.17,0.0,0.0,0.01,0.06
12099,대통아구,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,0.25,0.3,0.0,0.01,0.02,0.12,0.09,0.11,0.0,0.0,0.01,0.04,0.06,0.17,0.0,0.0,0.01,0.03,0.13,0.19,0.0,0.0,0.01,0.06
12100,대통아구,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,0.25,0.3,0.0,0.01,0.02,0.12,0.24,0.22,0.0,0.01,0.02,0.08,0.04,0.09,0.0,0.0,0.0,0.02,0.18,0.2,0.0,0.01,0.01,0.07
12101,대통아구,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,0.25,0.3,0.0,0.01,0.02,0.12,0.24,0.22,0.0,0.01,0.02,0.08,0.06,0.17,0.0,0.0,0.01,0.03,0.18,0.23,0.0,0.01,0.02,0.08
12102,삼행식당,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,0.17,0.05,0.0,0.01,0.02,0.03,0.08,0.05,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.0,0.0,0.01,0.02
12103,스카이호프,서귀포시,중앙동,서귀포시내,주점및주류판매,맥주/요리주점,0.14,0.11,0.0,0.01,0.01,0.05,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.05,0.0,0.0,0.01,0.01,0.06,0.05,0.0,0.01,0.01,0.02
12104,간이역,서귀포시,중앙동,서귀포시내,주점및주류판매,꼬치구이,0.14,0.08,0.0,0.01,0.01,0.04,0.04,0.03,0.0,0.0,0.0,0.01,0.07,0.07,0.0,0.0,0.01,0.01,0.08,0.06,0.0,0.0,0.01,0.02
12105,추자밥집,서귀포시,중앙동,서귀포시내,한식,가정식,0.14,0.11,0.0,0.01,0.01,0.05,0.42,0.25,0.0,0.0,0.03,0.08,0.02,0.05,0.0,0.01,0.0,0.01,0.19,0.14,0.0,0.01,0.01,0.05
12106,신혼듸모영,서귀포시,중앙동,서귀포시내,한식,가정식,0.12,0.05,0.0,0.01,0.01,0.03,0.07,0.08,0.0,0.01,0.01,0.04,0.02,0.02,0.0,0.0,0.0,0.0,0.07,0.05,0.0,0.01,0.01,0.02
12107,자담치킨 서귀포점,서귀포시,중앙동,서귀포시내,패스트푸드,치킨,0.12,0.19,0.01,0.01,0.01,0.08,0.05,0.08,0.01,0.03,0.01,0.05,0.01,0.02,0.0,0.0,0.0,0.01,0.06,0.1,0.01,0.01,0.01,0.05
12108,도로시파스타연정 서귀포중앙점,서귀포시,중앙동,서귀포시내,양식,스테이크,0.11,0.16,0.0,0.01,0.01,0.07,0.05,0.11,0.0,0.01,0.01,0.05,0.02,0.09,0.0,0.0,0.0,0.01,0.06,0.12,0.0,0.01,0.01,0.04
12109,가고파,서귀포시,중앙동,서귀포시내,한식,가정식,0.09,0.05,0.01,0.01,0.01,0.03,0.15,0.08,0.01,0.02,0.02,0.05,0.08,0.09,0.0,0.0,0.01,0.02,0.11,0.07,0.01,0.01,0.01,0.03
12110,골목해장국,서귀포시,중앙동,서귀포시내,한식,해장국,0.05,0.03,0.0,0.01,0.01,0.02,0.1,0.03,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.01,0.01
12111,꽃길,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,0.05,0.16,0.0,0.01,0.0,0.07,0.13,0.39,0.0,0.0,0.01,0.13,0.01,0.14,0.0,0.0,0.0,0.02,0.06,0.23,0.0,0.0,0.0,0.07
12112,꽃길,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,0.05,0.16,0.0,0.01,0.0,0.07,0.13,0.39,0.0,0.0,0.01,0.13,0.16,0.05,0.0,0.0,0.01,0.01,0.11,0.2,0.0,0.0,0.01,0.07
12113,꽃길,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,0.05,0.16,0.0,0.01,0.0,0.07,0.02,0.05,0.0,0.0,0.0,0.02,0.01,0.14,0.0,0.0,0.0,0.02,0.03,0.12,0.0,0.0,0.0,0.04
12114,꽃길,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,0.05,0.16,0.0,0.01,0.0,0.07,0.02,0.05,0.0,0.0,0.0,0.02,0.16,0.05,0.0,0.0,0.01,0.01,0.08,0.09,0.0,0.0,0.0,0.03
12115,컬러링서귀포1호점,서귀포시,중앙동,서귀포시내,주점및주류판매,맥주/요리주점,0.02,0.03,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01
12116,동해정설렁탕,서귀포시,중앙동,서귀포시내,한식,단품요리 전문,0.0,0.0,0.0,0.01,0.0,0.01,0.03,0.05,0.0,0.03,0.01,0.05,0.0,0.0,0.0,0.09,0.0,0.07,0.01,0.02,0.0,0.04,0.0,0.04
12117,또와또와,서귀포시,중앙동,서귀포시내,한식,가정식,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01
