,음식점명,시군구명,행정동명,지역명,중분류,소분류,10월현지인매출금액,10월현지인매출수,10월외지인매출금액,10월외지인매출수,10월전체매출금액비율,10월전체매출수비율,9월현지인매출금액,9월현지인매출수,9월외지인매출금액,9월외지인매출수,9월전체매출금액비율,9월전체매출수비율,8월현지인매출금액,8월현지인매출수,8월외지인매출금액,8월외지인매출수,8월전체매출금액비율,8월전체매출수비율,현지인매출금액비율,현지인매출수비율,외지인매출금액비율,외지인매출수비율,3개월전체매출금액,3개월전체매출수
1550,담소,제주시,노형동,제주시내,한식,가정식,0.7,0.41,0.01,0.07,0.05,0.2,0.6,0.33,0.01,0.04,0.05,0.15,0.05,0.17,0.0,0.01,0.01,0.03,0.45,0.3,0.01,0.04,0.04,0.13
1551,복닥키친,제주시,노형동,제주시내,한식,가정식,0.65,0.63,0.02,0.07,0.07,0.28,0.63,0.73,0.01,0.08,0.06,0.31,0.33,0.69,0.01,0.03,0.03,0.13,0.54,0.68,0.01,0.06,0.05,0.24
1552,한끼국수,제주시,노형동,제주시내,한식,면류,0.59,0.79,0.0,0.07,0.05,0.34,0.46,0.81,0.0,0.01,0.04,0.27,0.14,0.62,0.01,0.03,0.02,0.11,0.4,0.74,0.0,0.04,0.04,0.24
1553,민스펍,제주시,노형동,제주시내,한식,가정식,0.58,0.35,0.01,0.07,0.05,0.18,1.05,0.61,0.03,0.05,0.11,0.24,0.29,0.47,0.01,0.01,0.03,0.08,0.64,0.48,0.02,0.04,0.06,0.17
1554,심양 양꼬치,제주시,노형동,제주시내,한식,가정식,0.57,0.27,0.04,0.07,0.07,0.16,0.29,0.14,0.01,0.02,0.04,0.06,0.15,0.17,0.0,0.01,0.01,0.03,0.34,0.19,0.02,0.03,0.04,0.08
1555,미래네분식,제주시,노형동,제주시내,간식,분식,0.53,2.39,0.0,0.07,0.04,0.91,0.43,2.02,0.0,0.01,0.04,0.66,0.18,1.98,0.0,0.02,0.02,0.31,0.38,2.13,0.0,0.03,0.03,0.63
1556,조오타설렁탕,제주시,노형동,제주시내,한식,단품요리 전문,0.52,0.84,0.01,0.07,0.04,0.36,0.31,0.48,0.0,0.02,0.03,0.17,0.26,0.6,0.0,0.01,0.02,0.1,0.36,0.64,0.0,0.03,0.03,0.21
1557,김밥명가노형점,제주시,노형동,제주시내,간식,분식,0.49,1.36,0.0,0.07,0.04,0.54,0.4,1.29,0.01,0.1,0.04,0.51,0.15,1.22,0.0,0.04,0.01,0.21,0.35,1.29,0.0,0.07,0.03,0.42
1558,카페109,제주시,노형동,제주시내,음료,커피,0.43,1.41,0.0,0.07,0.03,0.56,0.5,1.85,0.01,0.09,0.05,0.68,0.16,1.33,0.0,0.05,0.02,0.23,0.36,1.53,0.0,0.07,0.03,0.49
1559,제주야곱,제주시,노형동,제주시내,한식,가정식,0.42,0.41,0.01,0.07,0.04,0.2,0.32,0.33,0.01,0.03,0.03,0.14,0.11,0.45,0.0,0.01,0.01,0.07,0.28,0.4,0.01,0.04,0.03,0.14
1560,가마솥추어탕,제주시,노형동,제주시내,한식,추어탕,0.42,0.51,0.01,0.07,0.04,0.24,0.26,0.33,0.01,0.05,0.03,0.15,0.06,0.19,0.0,0.02,0.01,0.04,0.25,0.34,0.01,0.05,0.03,0.14
1561,행복식당,제주시,노형동,제주시내,한식,가정식,0.41,0.49,0.01,0.07,0.04,0.23,0.26,0.45,0.02,0.07,0.03,0.21,0.09,0.29,0.01,0.06,0.02,0.09,0.25,0.41,0.01,0.07,0.03,0.18
1562,디저트39노형점,제주시,노형동,제주시내,간식,베이커리,0.37,1.03,0.0,0.07,0.03,0.43,0.33,0.81,0.01,0.12,0.03,0.37,0.14,0.84,0.01,0.06,0.02,0.18,0.28,0.89,0.01,0.08,0.03,0.33
1563,김밥마로,제주시,노형동,제주시내,간식,분식,0.29,0.71,0.0,0.07,0.02,0.31,0.24,0.61,0.0,0.04,0.02,0.24,0.08,0.62,0.0,0.03,0.01,0.11,0.2,0.65,0.0,0.05,0.02,0.22
1564,미닝풀모먼츠,제주시,노형동,제주시내,한식,단품요리 전문,0.2,0.49,0.0,0.07,0.02,0.23,0.17,0.61,0.0,0.01,0.01,0.21,0.08,0.45,0.0,0.04,0.01,0.1,0.15,0.52,0.0,0.04,0.01,0.18
1565,이디야에스프레소제주노형점,제주시,노형동,제주시내,음료,커피,0.18,0.65,0.0,0.07,0.01,0.29,0.1,0.56,0.0,0.04,0.01,0.22,0.08,0.78,0.0,0.05,0.01,0.16,0.12,0.66,0.0,0.05,0.01,0.22
1566,간이역정동역점,제주시,노형동,제주시내,주점및주류판매,꼬치구이,0.14,0.11,0.01,0.07,0.02,0.1,0.03,0.03,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.06,0.05,0.0,0.02,0.01,0.04
1567,더빵,제주시,노형동,제주시내,간식,베이커리,0.14,0.44,0.01,0.07,0.02,0.21,0.3,0.36,0.0,0.06,0.03,0.17,0.05,0.33,0.0,0.01,0.0,0.06,0.16,0.38,0.0,0.05,0.02,0.15
1568,나지금제주,제주시,노형동,제주시내,한식,단품요리 전문,0.13,0.19,0.0,0.07,0.01,0.13,0.1,0.17,0.0,0.08,0.01,0.13,0.03,0.17,0.0,0.04,0.0,0.06,0.09,0.18,0.0,0.06,0.01,0.11
1569,김박사딜리버리,제주시,노형동,제주시내,한식,가정식,0.12,0.14,0.01,0.07,0.02,0.11,0.18,0.25,0.0,0.02,0.02,0.1,0.12,0.4,0.0,0.0,0.01,0.06,0.14,0.26,0.0,0.03,0.02,0.09
1570,한량,제주시,노형동,제주시내,한식,단품요리 전문,0.09,0.3,0.0,0.07,0.01,0.17,0.08,0.45,0.0,0.06,0.01,0.2,0.03,0.31,0.0,0.01,0.0,0.06,0.07,0.35,0.0,0.05,0.01,0.14
1571,힐록,제주시,노형동,제주시내,한식,단품요리 전문,0.07,0.38,0.0,0.07,0.01,0.19,0.13,0.42,0.0,0.02,0.01,0.15,0.04,0.53,0.0,0.01,0.0,0.09,0.08,0.44,0.0,0.03,0.01,0.14
1572,돈마루2호점,제주시,노형동,제주시내,한식,돼지고기,5.08,1.33,0.03,0.06,0.38,0.52,3.04,1.01,0.04,0.07,0.28,0.39,0.8,0.67,0.02,0.02,0.08,0.12,2.97,1.0,0.03,0.05,0.25,0.34
1573,장어통일노형점,제주시,노형동,제주시내,한식,장어,3.96,1.17,0.04,0.06,0.32,0.47,1.67,0.61,0.08,0.08,0.21,0.27,1.23,0.93,0.03,0.04,0.13,0.17,2.29,0.9,0.05,0.06,0.22,0.3
1574,삼춘이야기노형점,제주시,노형동,제주시내,한식,가정식,3.96,1.17,0.02,0.06,0.3,0.47,2.87,1.09,0.02,0.06,0.25,0.41,1.18,0.95,0.01,0.02,0.1,0.15,2.67,1.07,0.02,0.05,0.22,0.34
1575,길벗식당,제주시,노형동,제주시내,한식,가정식,3.54,2.01,0.03,0.06,0.28,0.77,1.32,1.14,0.0,0.03,0.11,0.4,0.9,1.22,0.0,0.0,0.07,0.18,1.92,1.46,0.01,0.03,0.15,0.45
1576,용팔이막창노형점,제주시,노형동,제주시내,한식,막창,3.5,2.06,0.02,0.06,0.26,0.79,2.12,1.45,0.01,0.04,0.18,0.51,0.83,1.29,0.01,0.04,0.08,0.22,2.15,1.6,0.01,0.05,0.17,0.51
1577,장위동유성집신제주점,제주시,노형동,제주시내,한식,가정식,3.5,0.65,0.06,0.06,0.31,0.28,1.99,0.45,0.03,0.02,0.19,0.16,0.9,0.43,0.03,0.03,0.1,0.09,2.13,0.51,0.04,0.04,0.2,0.18
1578,진19262호점,제주시,노형동,제주시내,한식,가정식,2.62,0.63,0.06,0.06,0.24,0.27,3.21,0.78,0.03,0.03,0.28,0.28,0.91,0.45,0.01,0.01,0.08,0.07,2.25,0.62,0.03,0.03,0.2,0.21
1579,노형막창고을,제주시,노형동,제주시내,한식,막창,2.53,1.25,0.03,0.06,0.2,0.5,2.04,1.06,0.01,0.03,0.17,0.37,0.82,0.93,0.01,0.02,0.07,0.15,1.8,1.08,0.02,0.04,0.15,0.34
1580,(주)제주서서갈비,제주시,노형동,제주시내,한식,갈비,2.35,1.14,0.02,0.06,0.18,0.46,1.7,1.03,0.01,0.02,0.15,0.35,0.85,0.93,0.01,0.03,0.08,0.16,1.63,1.03,0.01,0.04,0.14,0.32
1581,노형순창,제주시,노형동,제주시내,한식,가정식,2.28,0.46,0.04,0.06,0.2,0.21,0.91,0.2,0.0,0.0,0.07,0.06,0.29,0.14,0.0,0.01,0.03,0.03,1.16,0.27,0.01,0.02,0.1,0.1
1582,정씨네소몰이노형점,제주시,노형동,제주시내,한식,가정식,2.08,0.76,0.02,0.06,0.16,0.32,1.37,0.73,0.03,0.06,0.14,0.29,0.6,0.6,0.02,0.04,0.07,0.12,1.35,0.7,0.02,0.05,0.12,0.24
1583,국수전,제주시,노형동,제주시내,한식,면류,1.93,2.01,0.01,0.06,0.15,0.77,2.15,1.9,0.01,0.04,0.18,0.65,0.56,1.62,0.01,0.03,0.05,0.26,1.55,1.84,0.01,0.04,0.13,0.56
1584,돈자루,제주시,노형동,제주시내,한식,돼지고기,1.93,0.57,0.05,0.06,0.18,0.25,1.64,0.7,0.05,0.06,0.17,0.28,0.78,0.74,0.01,0.02,0.07,0.12,1.45,0.67,0.04,0.05,0.14,0.22
1585,신토불이수산,제주시,노형동,제주시내,한식,회,1.6,0.35,0.04,0.06,0.15,0.17,0.21,0.08,0.04,0.05,0.06,0.07,0.29,0.31,0.01,0.02,0.04,0.06,0.7,0.25,0.03,0.04,0.08,0.1
1586,하루나,제주시,노형동,제주시내,아시아음식,일식,1.37,0.44,0.03,0.06,0.12,0.2,1.15,0.59,0.03,0.01,0.12,0.2,0.15,0.17,0.01,0.01,0.02,0.03,0.89,0.4,0.02,0.03,0.09,0.14
1587,김용복참치,제주시,노형동,제주시내,아시아음식,참치,1.31,0.35,0.07,0.06,0.16,0.17,1.55,0.33,0.02,0.07,0.14,0.17,0.53,0.24,0.01,0.03,0.06,0.06,1.13,0.31,0.03,0.05,0.12,0.13
1588,영성반점,제주시,노형동,제주시내,아시아음식,중식,1.2,1.19,0.01,0.06,0.09,0.48,1.18,1.62,0.01,0.08,0.1,0.6,0.63,1.62,0.01,0.05,0.06,0.28,1.0,1.48,0.01,0.06,0.08,0.45
1589,진지상,제주시,노형동,제주시내,한식,가정식,1.19,1.0,0.01,0.06,0.09,0.41,0.99,0.87,0.0,0.02,0.08,0.3,0.15,0.57,0.0,0.02,0.02,0.1,0.78,0.81,0.0,0.03,0.06,0.27
1590,백년초식당,제주시,노형동,제주시내,한식,가정식,1.05,0.98,0.01,0.06,0.09,0.4,1.17,1.4,0.02,0.08,0.11,0.52,0.53,1.45,0.01,0.04,0.05,0.25,0.92,1.28,0.01,0.06,0.08,0.39
1591,노형가맥,제주시,노형동,제주시내,한식,단품요리 전문,0.91,0.54,0.02,0.06,0.08,0.24,1.29,0.78,0.01,0.03,0.11,0.28,0.62,0.98,0.01,0.02,0.06,0.16,0.94,0.77,0.01,0.04,0.08,0.23
1592,전설의떡볶이,제주시,노형동,제주시내,간식,분식,0.85,2.12,0.01,0.06,0.07,0.81,0.61,1.68,0.01,0.05,0.05,0.59,0.17,1.14,0.0,0.05,0.02,0.21,0.54,1.65,0.01,0.05,0.05,0.54
1593,오부장치킨노형뜨란체점,제주시,노형동,제주시내,패스트푸드,치킨,0.77,1.36,0.0,0.06,0.06,0.53,0.83,1.57,0.0,0.02,0.07,0.52,0.29,1.14,0.0,0.02,0.03,0.18,0.63,1.36,0.0,0.03,0.05,0.41
1594,계구리,제주시,노형동,제주시내,한식,가정식,0.69,0.27,0.02,0.06,0.07,0.15,0.12,0.11,0.0,0.01,0.01,0.05,0.14,0.29,0.0,0.02,0.01,0.06,0.32,0.22,0.01,0.03,0.03,0.09
1595,중식앤포차사계,제주시,노형동,제주시내,한식,가정식,0.6,0.54,0.01,0.06,0.05,0.24,0.41,0.42,0.01,0.02,0.04,0.15,0.09,0.19,0.0,0.01,0.01,0.04,0.37,0.38,0.01,0.03,0.03,0.14
1596,평담옥,제주시,노형동,제주시내,한식,가정식,0.59,0.65,0.01,0.06,0.05,0.28,0.56,0.64,0.01,0.06,0.06,0.26,0.25,0.67,0.01,0.04,0.03,0.13,0.47,0.65,0.01,0.05,0.05,0.22
1597,신제주양곱창,제주시,노형동,제주시내,한식,곱창,0.53,0.3,0.03,0.06,0.07,0.16,0.75,0.39,0.03,0.05,0.09,0.17,0.25,0.26,0.01,0.02,0.03,0.06,0.51,0.32,0.02,0.04,0.06,0.13
1598,으뜸 아이스크림 할인점 월랑초후문점,제주시,노형동,제주시내,간식,아이스크림/빙수,0.48,2.2,0.0,0.06,0.04,0.83,0.43,2.32,0.0,0.08,0.04,0.82,0.28,2.67,0.0,0.04,0.03,0.42,0.4,2.4,0.0,0.06,0.04,0.69
1599,못난이꽈배기제주월랑점,제주시,노형동,제주시내,간식,베이커리,0.34,1.87,0.0,0.06,0.03,0.72,0.18,1.06,0.0,0.03,0.02,0.37,0.05,0.47,0.0,0.04,0.01,0.11,0.19,1.13,0.0,0.04,0.02,0.4
1600,테스그릭,제주시,노형동,제주시내,한식,단품요리 전문,0.34,0.92,0.0,0.06,0.03,0.38,0.36,1.12,0.01,0.07,0.04,0.43,0.23,1.31,0.0,0.04,0.02,0.22,0.31,1.12,0.0,0.06,0.03,0.34
1601,먼트커피,제주시,노형동,제주시내,음료,커피,0.22,0.81,0.0,0.06,0.02,0.34,0.17,0.76,0.0,0.03,0.02,0.27,0.1,1.12,0.0,0.02,0.01,0.18,0.16,0.9,0.0,0.04,0.02,0.26
1602,샤론앤이든,제주시,노형동,제주시내,한식,단품요리 전문,0.13,0.44,0.0,0.06,0.01,0.2,0.09,0.25,0.01,0.08,0.02,0.15,0.09,0.47,0.0,0.02,0.01,0.09,0.1,0.39,0.0,0.05,0.01,0.15
1603,노형근고기,제주시,노형동,제주시내,한식,가정식,0.12,0.05,0.02,0.06,0.03,0.07,0.73,0.22,0.03,0.03,0.09,0.1,0.24,0.14,0.01,0.02,0.03,0.04,0.36,0.14,0.02,0.04,0.05,0.07
1604,달아놀자,제주시,노형동,제주시내,주점및주류판매,포장마차,0.12,0.11,0.02,0.06,0.02,0.09,0.11,0.11,0.02,0.02,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.01,0.03,0.02,0.05
1605,리에또,제주시,노형동,제주시내,음료,커피,0.02,0.08,0.0,0.06,0.0,0.08,0.05,0.22,0.0,0.06,0.01,0.13,0.05,0.22,0.0,0.03,0.01,0.06,0.04,0.17,0.0,0.05,0.01,0.09
1606,향계,제주시,노형동,제주시내,한식,단품요리 전문,3.86,1.36,0.01,0.05,0.28,0.52,3.41,1.14,0.04,0.12,0.31,0.48,2.17,2.45,0.03,0.08,0.21,0.42,3.15,1.65,0.03,0.08,0.27,0.47
1607,규태네남녕점,제주시,노형동,제주시내,한식,단품요리 전문,2.3,0.65,0.02,0.05,0.18,0.27,1.83,0.61,0.03,0.05,0.18,0.24,0.24,0.19,0.02,0.02,0.04,0.05,1.46,0.48,0.02,0.04,0.13,0.19
1608,원우정,제주시,노형동,제주시내,한식,가정식,2.12,0.68,0.02,0.05,0.17,0.28,2.33,0.7,0.03,0.02,0.21,0.24,0.69,0.53,0.02,0.02,0.08,0.1,1.71,0.64,0.02,0.03,0.15,0.21
1609,대성아귀찜신제주점,제주시,노형동,제주시내,한식,가정식,1.98,1.17,0.01,0.05,0.15,0.46,1.39,0.89,0.01,0.03,0.12,0.32,0.53,0.81,0.02,0.05,0.06,0.16,1.3,0.96,0.01,0.04,0.11,0.31
1610,그라나다,제주시,노형동,제주시내,한식,단품요리 전문,1.73,0.79,0.02,0.05,0.14,0.32,1.61,0.84,0.02,0.04,0.14,0.31,0.33,0.38,0.01,0.03,0.04,0.08,1.22,0.67,0.02,0.04,0.11,0.24
1611,본가장수촌,제주시,노형동,제주시내,한식,단품요리 전문,1.59,0.81,0.01,0.05,0.12,0.33,1.97,0.98,0.02,0.04,0.18,0.35,1.53,1.88,0.02,0.05,0.15,0.32,1.7,1.22,0.02,0.05,0.15,0.33
1612,노가리앤비어노형2호점,제주시,노형동,제주시내,주점및주류판매,맥주/요리주점,1.43,1.14,0.01,0.05,0.11,0.45,1.25,0.95,0.0,0.01,0.1,0.32,0.56,1.0,0.0,0.02,0.05,0.17,1.08,1.03,0.0,0.03,0.09,0.31
1613,맛나감자탕제주1호점,제주시,노형동,제주시내,한식,감자탕,1.26,1.0,0.01,0.05,0.1,0.4,0.62,0.56,0.01,0.04,0.06,0.22,0.39,0.81,0.0,0.01,0.03,0.12,0.76,0.79,0.01,0.03,0.06,0.25
1614,국제통닭 신제주점,제주시,노형동,제주시내,패스트푸드,치킨,1.21,1.44,0.0,0.05,0.09,0.55,1.01,1.14,0.01,0.06,0.09,0.43,0.5,1.14,0.0,0.01,0.04,0.18,0.91,1.24,0.0,0.04,0.07,0.39
1615,영공방 제주점,제주시,노형동,제주시내,간식,베이커리,1.21,1.0,0.01,0.05,0.09,0.4,1.44,1.17,0.0,0.03,0.12,0.41,0.51,0.67,0.04,0.03,0.08,0.12,1.05,0.95,0.02,0.04,0.1,0.31
1616,후니참치,제주시,노형동,제주시내,아시아음식,참치,1.18,0.3,0.03,0.05,0.11,0.15,0.84,0.17,0.03,0.03,0.09,0.08,0.44,0.22,0.01,0.01,0.04,0.04,0.82,0.23,0.02,0.03,0.08,0.09
1617,치킨명가,제주시,노형동,제주시내,패스트푸드,치킨,1.17,1.46,0.01,0.05,0.09,0.56,0.6,0.95,0.01,0.03,0.05,0.34,0.22,0.64,0.0,0.01,0.02,0.1,0.66,1.02,0.01,0.03,0.05,0.33
1618,가리본가 노형점,제주시,노형동,제주시내,한식,단품요리 전문,1.07,1.14,0.01,0.05,0.09,0.45,0.74,0.87,0.01,0.05,0.07,0.33,0.49,1.0,0.01,0.02,0.05,0.17,0.77,1.0,0.01,0.04,0.07,0.32
1619,수복해장국,제주시,노형동,제주시내,한식,해장국,0.78,1.27,0.0,0.05,0.06,0.5,0.58,0.92,0.0,0.03,0.05,0.33,0.27,1.14,0.0,0.03,0.03,0.19,0.54,1.11,0.0,0.04,0.05,0.34
1620,어군,제주시,노형동,제주시내,한식,단품요리 전문,0.69,0.16,0.02,0.05,0.06,0.1,0.58,0.11,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.09,0.01,0.02,0.04,0.05
1621,Baby Cafe 어놀,제주시,노형동,제주시내,한식,단품요리 전문,0.68,1.11,0.0,0.05,0.05,0.44,0.4,0.84,0.0,0.02,0.03,0.29,0.12,0.62,0.0,0.0,0.01,0.09,0.4,0.86,0.0,0.02,0.03,0.27
1622,피자베이,제주시,노형동,제주시내,패스트푸드,피자,0.66,0.84,0.01,0.05,0.05,0.34,0.62,0.84,0.0,0.02,0.05,0.29,0.25,0.71,0.0,0.01,0.02,0.11,0.51,0.8,0.0,0.03,0.04,0.25
1623,국수도둑,제주시,노형동,제주시내,한식,면류,0.6,0.65,0.0,0.05,0.04,0.27,0.61,0.67,0.0,0.01,0.05,0.23,0.13,0.53,0.0,0.01,0.01,0.09,0.45,0.62,0.0,0.02,0.03,0.2
1624,웅지,제주시,노형동,제주시내,한식,가정식,0.59,0.27,0.02,0.05,0.06,0.14,1.11,0.45,0.0,0.01,0.09,0.15,0.22,0.22,0.0,0.01,0.02,0.04,0.64,0.31,0.01,0.02,0.06,0.11
1625,탐라 중식당,제주시,노형동,제주시내,한식,단품요리 전문,0.56,0.65,0.0,0.05,0.04,0.27,0.48,0.48,0.0,0.02,0.04,0.17,0.15,0.38,0.0,0.01,0.01,0.07,0.4,0.5,0.0,0.03,0.03,0.17
1626,불타는오징어,제주시,노형동,제주시내,한식,가정식,0.51,0.38,0.01,0.05,0.05,0.17,0.24,0.14,0.0,0.01,0.02,0.05,0.14,0.22,0.01,0.02,0.02,0.05,0.3,0.25,0.01,0.03,0.03,0.09
1627,위드유,제주시,노형동,제주시내,한식,단품요리 전문,0.49,1.08,0.0,0.05,0.04,0.43,0.28,1.06,0.0,0.05,0.03,0.39,0.19,0.98,0.01,0.08,0.02,0.21,0.32,1.04,0.0,0.06,0.03,0.34
1628,노형둘레국수,제주시,노형동,제주시내,한식,면류,0.43,1.11,0.01,0.05,0.04,0.44,0.43,1.06,0.01,0.1,0.04,0.43,0.11,0.84,0.0,0.04,0.01,0.16,0.32,1.0,0.01,0.06,0.03,0.34
1629,오일장미옥이네,제주시,노형동,제주시내,한식,가정식,0.41,0.59,0.01,0.05,0.03,0.25,0.23,0.33,0.0,0.02,0.02,0.13,0.11,0.36,0.0,0.0,0.01,0.06,0.25,0.43,0.0,0.02,0.02,0.15
1630,순(SHUN) 앤스시,제주시,노형동,제주시내,아시아음식,일식,0.37,0.35,0.01,0.05,0.03,0.17,0.42,0.39,0.0,0.01,0.04,0.14,0.15,0.31,0.01,0.02,0.02,0.07,0.31,0.35,0.01,0.03,0.03,0.13
1631,상구비어노형점,제주시,노형동,제주시내,주점및주류판매,맥주/요리주점,0.36,0.35,0.01,0.05,0.03,0.17,0.51,0.53,0.0,0.01,0.04,0.18,0.19,0.4,0.0,0.01,0.02,0.07,0.35,0.43,0.0,0.02,0.03,0.14
1632,해심초,제주시,노형동,제주시내,한식,가정식,0.35,0.35,0.01,0.05,0.03,0.17,0.16,0.25,0.01,0.06,0.02,0.14,0.1,0.26,0.0,0.02,0.01,0.05,0.2,0.29,0.01,0.04,0.02,0.12
1633,세라비,제주시,노형동,제주시내,한식,단품요리 전문,0.34,1.03,0.0,0.05,0.03,0.41,0.18,0.53,0.0,0.04,0.02,0.21,0.11,0.86,0.0,0.02,0.01,0.14,0.21,0.81,0.0,0.04,0.02,0.25
1634,카페온,제주시,노형동,제주시내,음료,커피,0.33,0.71,0.01,0.05,0.03,0.29,0.22,0.64,0.02,0.12,0.03,0.32,0.08,0.43,0.01,0.04,0.01,0.1,0.21,0.59,0.01,0.07,0.02,0.24
1635,서희원꼬지닷컴제주월랑점,제주시,노형동,제주시내,주점및주류판매,꼬치구이,0.32,1.81,0.0,0.05,0.02,0.69,0.21,1.42,0.0,0.01,0.02,0.47,0.08,0.64,0.0,0.0,0.01,0.09,0.2,1.29,0.0,0.02,0.02,0.42
1636,못난이찹쌀꽈배기제주노형점,제주시,노형동,제주시내,간식,베이커리,0.3,1.14,0.0,0.05,0.02,0.45,0.26,1.01,0.0,0.05,0.02,0.37,0.06,0.55,0.0,0.02,0.01,0.1,0.21,0.9,0.0,0.04,0.02,0.31
1637,닭도리신사,제주시,노형동,제주시내,간식,치킨,0.29,0.59,0.0,0.05,0.02,0.25,0.17,0.45,0.01,0.07,0.02,0.21,0.15,0.64,0.0,0.04,0.01,0.12,0.2,0.56,0.0,0.05,0.02,0.19
1638,죽이야기 제주점,제주시,노형동,제주시내,한식,단품요리 전문,0.28,0.68,0.0,0.05,0.02,0.28,0.29,0.53,0.01,0.04,0.03,0.21,0.09,0.55,0.0,0.02,0.01,0.1,0.22,0.59,0.0,0.04,0.02,0.2
1639,광어공방,제주시,노형동,제주시내,한식,단품요리 전문,0.28,0.16,0.01,0.05,0.03,0.1,0.02,0.03,0.01,0.03,0.01,0.04,0.0,0.0,0.01,0.03,0.01,0.02,0.1,0.06,0.01,0.04,0.02,0.05
1640,스무디킹 제주노형CGV점,제주시,노형동,제주시내,음료,주스,0.27,1.44,0.0,0.05,0.02,0.55,0.26,1.17,0.01,0.16,0.03,0.52,0.22,2.19,0.01,0.11,0.02,0.41,0.25,1.6,0.01,0.11,0.02,0.49
1641,평화로빵,제주시,노형동,제주시내,한식,베이커리,0.25,0.57,0.0,0.05,0.02,0.24,0.24,0.56,0.0,0.04,0.02,0.22,0.03,0.31,0.0,0.01,0.0,0.05,0.17,0.48,0.0,0.03,0.01,0.17
1642,난타오천노형일호점,제주시,노형동,제주시내,패스트푸드,피자,0.22,0.41,0.0,0.05,0.02,0.18,0.45,0.76,0.0,0.02,0.04,0.26,0.12,0.47,0.0,0.0,0.01,0.07,0.26,0.55,0.0,0.02,0.02,0.17
1643,돌돌왕십리야채곱창,제주시,노형동,제주시내,한식,곱창,0.22,0.22,0.01,0.05,0.02,0.12,0.14,0.17,0.0,0.03,0.01,0.08,0.04,0.14,0.0,0.02,0.01,0.03,0.13,0.18,0.0,0.03,0.01,0.08
1644,밥이보약,제주시,노형동,제주시내,한식,가정식,0.22,0.32,0.01,0.05,0.02,0.16,0.33,0.48,0.0,0.01,0.03,0.16,0.12,0.4,0.0,0.02,0.01,0.08,0.22,0.4,0.0,0.03,0.02,0.13
1645,써니킴밥,제주시,노형동,제주시내,한식,가정식,0.22,0.79,0.0,0.05,0.02,0.32,0.27,0.95,0.0,0.03,0.02,0.34,0.11,0.93,0.0,0.01,0.01,0.14,0.2,0.89,0.0,0.03,0.02,0.27
1646,스페샬원노형점,제주시,노형동,제주시내,주점및주류판매,꼬치구이,0.21,0.16,0.01,0.05,0.02,0.1,0.27,0.14,0.0,0.01,0.02,0.05,0.03,0.09,0.0,0.0,0.0,0.02,0.17,0.13,0.0,0.02,0.01,0.06
1647,쿠잉,제주시,노형동,제주시내,한식,단품요리 전문,0.19,0.51,0.0,0.05,0.02,0.22,0.21,0.36,0.0,0.01,0.02,0.13,0.06,0.47,0.0,0.03,0.01,0.09,0.15,0.45,0.0,0.03,0.02,0.15
1648,쿠잉,제주시,노형동,제주시내,한식,단품요리 전문,0.19,0.51,0.0,0.05,0.02,0.22,0.21,0.36,0.0,0.01,0.02,0.13,0.45,0.05,0.03,0.01,0.06,0.02,0.28,0.31,0.01,0.02,0.03,0.12
1649,쿠잉,제주시,노형동,제주시내,한식,단품요리 전문,0.19,0.51,0.0,0.05,0.02,0.22,0.47,0.03,0.0,0.0,0.04,0.01,0.06,0.47,0.0,0.03,0.01,0.09,0.24,0.34,0.0,0.03,0.02,0.11
1650,쿠잉,제주시,노형동,제주시내,한식,단품요리 전문,0.19,0.51,0.0,0.05,0.02,0.22,0.47,0.03,0.0,0.0,0.04,0.01,0.45,0.05,0.03,0.01,0.06,0.02,0.37,0.2,0.01,0.02,0.04,0.08
1651,인성참치제주본점,제주시,노형동,제주시내,아시아음식,참치,0.16,0.03,0.03,0.05,0.04,0.05,0.37,0.14,0.02,0.02,0.05,0.06,0.34,0.17,0.0,0.0,0.03,0.03,0.29,0.11,0.02,0.02,0.04,0.05
1652,카페소바니,제주시,노형동,제주시내,음료,커피,0.15,0.3,0.0,0.05,0.01,0.15,0.5,0.56,0.01,0.07,0.05,0.24,0.02,0.09,0.0,0.02,0.0,0.03,0.22,0.32,0.0,0.05,0.02,0.14
1653,귤낭,제주시,노형동,제주시내,한식,단품요리 전문,0.12,0.19,0.0,0.05,0.01,0.11,0.05,0.2,0.0,0.0,0.0,0.06,0.02,0.17,0.0,0.02,0.0,0.04,0.06,0.19,0.0,0.02,0.0,0.07
1654,청년피자신제주점,제주시,노형동,제주시내,패스트푸드,피자,0.1,0.14,0.01,0.05,0.01,0.09,0.17,0.25,0.01,0.02,0.02,0.1,0.03,0.05,0.0,0.01,0.0,0.02,0.1,0.15,0.01,0.03,0.01,0.07
1655,송가네돼지국밥,제주시,노형동,제주시내,한식,국밥,0.1,0.24,0.0,0.05,0.01,0.13,0.07,0.17,0.01,0.03,0.01,0.08,0.08,0.22,0.0,0.05,0.01,0.07,0.08,0.21,0.0,0.04,0.01,0.09
1656,아맛나,제주시,노형동,제주시내,한식,가정식,0.07,0.11,0.01,0.05,0.01,0.08,0.16,0.25,0.0,0.02,0.02,0.1,0.01,0.05,0.0,0.02,0.0,0.02,0.08,0.14,0.0,0.03,0.01,0.07
